unix_ts,elapsed_s,latency_s
1782340399.965,0.0,0.0995
1782340414.965,15.0,0.0995
1782340429.965,30.0,0.141
1782340444.965,45.0,0.1247500000000002
1782340459.965,60.0,0.12699999999999934
1782340474.965,75.0,0.0995
1782340489.965,90.0,0.0995
1782340504.965,105.0,0.09967870036101084
1782340519.965,120.0,0.09967934782608695
1782340534.965,135.0,0.0996695205479452
1782340549.965,150.0,0.0995
1782340564.965,165.0,0.19850000000000012
1782340579.965,180.0,0.19949999999999912
1782340594.965,195.0,0.1999999999999992
1782340609.965,210.0,0.09966666666666668
1782340624.965,225.0,0.099665
1782340639.965,240.0,0.0995
1782340654.965,255.0,0.0995
1782340669.965,270.0,0.09964776119402986
1782340684.965,285.0,0.9574468085106382
1782340699.965,300.0,4.768035714285713
1782340714.965,315.0,4.80258064516129
1782340729.965,330.0,4.834117647058825
1782340744.965,345.0,4.808658536585365
1782340759.965,360.0,4.826515151515151
1782340774.965,375.0,4.852327586206895
1782340789.965,390.0,4.825816326530613
1782340804.965,405.0,4.775434782608698
1782340819.965,420.0,4.85765306122449
1782340834.965,435.0,4.907906976744187
1782340849.965,450.0,4.905871559633028
1782340864.965,465.0,4.8497044334975365
1782340879.965,480.0,4.4186666666666685
1782340894.965,495.0,0.4191153846153841
1782340909.965,510.0,0.10499999999999968
1782340924.965,525.0,0.12466666666666593
1782340939.965,540.0,0.11250000000000025
1782340954.965,555.0,0.0999684542586751
1782340969.965,570.0,0.09981034482758622
1782340984.965,585.0,0.09997903225806451
1782340999.965,600.0,0.12049999999999983
1782341014.965,615.0,0.12074999999999983
1782341029.965,630.0,0.09996551724137931
1782341044.965,645.0,0.0999640625
1782341059.965,660.0,0.09980590062111802
